respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
889,50-59,White,,No,Suburban,Suburban,South,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
890,60-69,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
891,70-79,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
892,70-79,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
893,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Male
894,60-69,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
895,60-69,White,,No,Rural,Rural,South,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
896,60-69,Black or African American,,No,Rural,Urban,South,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
897,60-69,White,,No,Urban,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
898,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Male
899,80-89,White,,No,Suburban,Rural,West,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Moderate,Male
900,80-89,Asian,,No,Rural,Urban,West,"$15,000 - $24,999",Less than high school,Retired,I live in an assisted living facility,,Very conservative,Male
901,70-79,White,,No,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Male
902,70-79,White,,No,Suburban,Rural,West,"$25,000 - $34,999",Some college or associate's degree,Retired,Other,in my own home,Very liberal,Male
903,70-79,White,,No,Rural,Rural,West,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
904,70-79,White,,No,Suburban,Rural,South,"More than $200,000",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
905,70-79,White,,No,Rural,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
906,80-89,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Male
907,70-79,White,,No,Suburban,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
908,60-69,White,,No,Suburban,Urban,Midwest,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
909,80-89,White,,No,Suburban,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
910,60-69,White,,No,Urban,Urban,West,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live alone,,Somewhat conservative,Male
911,50-59,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Male
912,60-69,Other,hispanic,Yes,Urban,Urban,West,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Very liberal,Male
913,70-79,White,,No,Suburban,Suburban,West,"More than $200,000",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
914,50-59,White,,No,Urban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
915,70-79,White,,No,Urban,Urban,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
916,60-69,Black or African American,,No,Rural,Suburban,Midwest,"$10,000 - $14,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Male
917,70-79,White,,No,Urban,Urban,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
918,50-59,White,,No,Suburban,Suburban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live with family members,,Moderate,Male
919,50-59,Other,latino,Yes,Suburban,Suburban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
920,50-59,White,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Somewhat conservative,Male
921,50-59,White,,Yes,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",Working full-time,I live with family members,,Somewhat conservative,Male
922,50-59,Black or African American,,No,Suburban,Suburban,South,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Male
923,60-69,Asian,,No,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
924,50-59,White,,No,Rural,Rural,West,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Male
925,70-79,White,,No,Suburban,Urban,South,"$75,000 - $99,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Male
926,50-59,White,,No,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Somewhat conservative,Male
927,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
928,70-79,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
929,60-69,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
930,60-69,White,,No,Rural,Urban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Very conservative,Male
931,70-79,White,,No,Urban,Urban,South,"$10,000 - $14,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
932,70-79,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Graduate or professional degree,Working part-time,I live with family members,,Somewhat conservative,Male
933,70-79,White,,No,Suburban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
934,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
935,60-69,White,,No,Rural,Suburban,Midwest,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
936,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999",Graduate or professional degree,Retired,I live with family members,,Moderate,Male
937,50-59,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Very conservative,Male
938,70-79,White,,No,Suburban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
939,50-59,Black or African American,,No,Rural,Rural,South,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
940,50-59,White,,No,Urban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Very conservative,Male
941,70-79,White,,No,Urban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
942,70-79,American Indian or Alaska Native,,No,Urban,Urban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
943,60-69,Black or African American,,No,Rural,Urban,South,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Very conservative,Male
944,60-69,Black or African American,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Very conservative,Male
945,70-79,Asian,,No,Urban,Urban,Midwest,"Less than $10,000",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Male
946,50-59,Black or African American,,Yes,Suburban,Suburban,Northeast,"$50,000 - $74,999",Some college or associate's degree,On disability,I live with family members,,Moderate,Male
947,50-59,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very liberal,Female
948,60-69,White,,No,Urban,Rural,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat liberal,Female
949,60-69,White,,Yes,Rural,Rural,Midwest,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
950,50-59,White,,Yes,Rural,Rural,Northeast,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
951,50-59,White,,Yes,Urban,Urban,South,"$10,000 - $14,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Female
952,60-69,White,,Yes,Suburban,Suburban,West,"$10,000 - $14,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Female
953,70-79,White,,Yes,Suburban,Urban,Northeast,"$15,000 - $24,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Female
954,60-69,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
955,50-59,White,,Yes,Suburban,Urban,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working part-time,I live with family members,,Moderate,Female
956,60-69,Black or African American,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Female
957,50-59,White,,Yes,Urban,Urban,Midwest,"$15,000 - $24,999",Bachelor's degree,Unemployed,I live with family members,,Moderate,Female
958,50-59,White,,No,Suburban,Rural,South,"Less than $10,000",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Moderate,Female
959,50-59,Black or African American,,No,Suburban,Suburban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Male
960,50-59,White,,No,Urban,Urban,Northeast,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with family members,,Very liberal,Male
961,50-59,White,,Yes,Suburban,Suburban,Northeast,"Less than $10,000",Less than high school,On disability,I live alone,,Very liberal,Female
962,50-59,White,,Yes,Urban,Urban,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
963,60-69,White,,Yes,Rural,Rural,Northeast,"$10,000 - $14,999",Some college or associate's degree,On disability,I live alone,,Very conservative,Male
964,50-59,White,,Yes,Suburban,Suburban,Northeast,"Less than $10,000",Bachelor's degree,Working part-time,I live with family members,,Somewhat liberal,Male
965,50-59,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
966,50-59,Black or African American,,No,Suburban,Rural,Northeast,"$15,000 - $24,999",Some college or associate's degree,Working full-time,I live alone,,Very conservative,Female
967,50-59,White,,No,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,I live with a spouse or romantic partner,,Somewhat conservative,Male
968,50-59,White,,Yes,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Female
969,50-59,White,,Yes,Rural,Rural,Midwest,"Less than $10,000",Some college or associate's degree,Working part-time,I live alone,,Moderate,Female
970,60-69,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
971,70-79,White,,No,Suburban,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
972,60-69,Other,West indian,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
973,60-69,Black or African American,,No,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
974,60-69,White,,Yes,Urban,Urban,South,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
975,50-59,White,,Yes,Suburban,Suburban,West,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Female
976,50-59,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
977,60-69,American Indian or Alaska Native,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Less than high school,On disability,I live with family members,,Very conservative,Female
978,50-59,White,,No,Rural,Suburban,Midwest,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
