annotator_id,age_range,education,gender,gender_other,identify_as_transgender,is_parent,lgbtq_status,personally_been_target,personally_seen_toxic_content,political_affilation,race,religion_important,technology_impact,toxic_comments_problem,uses_media_forums,uses_media_news,uses_media_social,uses_media_video
6547,45 - 54,Master's degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,False,True,True,True
6548,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Prefer not to say,White,Prefer not to say,Very positive,Occasionally a problem,True,True,True,True
6549,55 - 64,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,True,True,Independent,Hispanic,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,False,False,True,False
6550,45 - 54,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
6551,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,Asian,Somewhat important,Very positive,Frequently a problem,False,True,True,True
6552,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,Asian,Not important,Somewhat positive,Frequently a problem,False,False,True,False
6553,18 - 24,Some college but no degree,Female,,No,No,Bisexual,False,True,Liberal,"White,Hispanic",Not important,Somewhat positive,Frequently a problem,True,False,True,True
6554,25 - 34,"Professional degree (JD, MD)",Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
6555,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,False,False,True,True
6556,35 - 44,Doctoral degree,Female,,No,No,Heterosexual,False,False,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
6557,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Neutral â neither positive nor negative,Frequently a problem,True,False,True,True
6558,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,Asian,Somewhat important,Very positive,Frequently a problem,True,False,True,True
6559,18 - 24,Some college but no degree,Male,,No,No,Heterosexual,False,False,Conservative,Hispanic,Not too important,Somewhat positive,Occasionally a problem,False,False,True,True
6560,25 - 34,Some college but no degree,Female,,No,No,Homosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,False,False,True,True
6561,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Liberal,White,Not too important,Neutral â neither positive nor negative,Frequently a problem,False,False,True,True
6562,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,False,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,True
6563,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Bisexual,True,True,Independent,White,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
6564,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Somewhat positive,Rarely a problem,False,False,True,True
6565,25 - 34,Associate degree in college (2-year),Male,,No,No,Heterosexual,True,True,Liberal,Asian,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
6566,18 - 24,Associate degree in college (2-year),Male,,No,No,Homosexual,False,False,Liberal,Asian,Not important,Very positive,Rarely a problem,True,True,True,True
6567,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,Yes,Heterosexual,True,True,Independent,White,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,True,False,True,True
6568,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat negative,Occasionally a problem,True,False,True,True
6569,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Other,White,Very important,Somewhat negative,Rarely a problem,True,True,True,True
6570,45 - 54,Some college but no degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Very positive,Frequently a problem,True,True,True,True
6571,18 - 24,Some college but no degree,Male,,No,No,Other,True,True,Independent,White,Not too important,Somewhat negative,Rarely a problem,True,False,True,True
6572,55 - 64,Master's degree,Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
6573,25 - 34,Master's degree,Male,,No,No,Heterosexual,True,True,Independent,White,Very important,Very positive,Rarely a problem,False,False,True,True
6574,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Rarely a problem,True,False,True,True
6575,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,False,True,Independent,Other,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
6576,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not too important,Somewhat positive,Frequently a problem,False,True,True,True
6577,65 or older,Master's degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Not too important,Very negative,Not a problem,False,True,False,True
6578,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Somewhat negative,Frequently a problem,False,False,False,True
6579,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Liberal,Black or African American,Not too important,Somewhat positive,Occasionally a problem,True,True,True,True
6580,45 - 54,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat negative,Occasionally a problem,True,True,True,True
6581,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,False,True,Independent,"White,Hispanic",Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,False
6582,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
6583,35 - 44,Bachelor's degree in college (4-year),Female,,No,Prefer not to say,Heterosexual,False,True,Prefer not to say,White,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
6584,18 - 24,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Homosexual,False,True,Prefer not to say,White,Very important,Neutral â neither positive nor negative,Occasionally a problem,True,False,True,True
6585,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Very important,Very negative,Frequently a problem,True,True,True,True
6586,35 - 44,Less than high school degree,Male,,No,No,Heterosexual,True,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6587,65 or older,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,False
6588,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Independent,White,Not important,Very positive,Very frequently a problem,True,False,True,True
6589,45 - 54,Master's degree,Female,,No,Yes,Heterosexual,False,True,Independent,White,Very important,Somewhat positive,Frequently a problem,False,False,True,True
6590,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Independent,White,Not important,Somewhat positive,Very frequently a problem,False,True,True,False
6591,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
6592,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Very important,Somewhat positive,Frequently a problem,True,True,True,True
6593,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
6594,45 - 54,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Very positive,Occasionally a problem,True,True,True,True
6595,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,True,True,Liberal,"White,Asian,Hispanic",Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
6596,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Bisexual,True,True,Liberal,White,Not important,Somewhat negative,Frequently a problem,False,False,True,False
6597,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,Asian,Not important,Very positive,Frequently a problem,True,False,True,True
6598,35 - 44,Bachelor's degree in college (4-year),Female,,Prefer not to say,Yes,Homosexual,True,True,Independent,Hispanic,Somewhat important,Somewhat positive,Occasionally a problem,False,False,False,True
6599,55 - 64,Associate degree in college (2-year),Male,,No,Yes,Heterosexual,False,False,Other,Other,Somewhat important,Somewhat negative,Very frequently a problem,False,False,True,True
6600,45 - 54,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Independent,White,Very important,Somewhat positive,Frequently a problem,True,False,True,True
6601,18 - 24,Some college but no degree,Female,,No,No,Homosexual,True,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
6602,55 - 64,Master's degree,Female,,No,Yes,Heterosexual,False,False,Conservative,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
6603,55 - 64,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,False,False,True,True
6604,25 - 34,Doctoral degree,Male,,No,No,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Not a problem,False,False,True,True
6605,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,False,True,True
6606,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Homosexual,False,True,Liberal,White,Not important,Very positive,Not a problem,True,True,True,True
6607,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Very important,Neutral â neither positive nor negative,Occasionally a problem,False,True,True,False
6608,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Independent,White,Very important,Somewhat positive,Occasionally a problem,True,False,True,True
6609,25 - 34,Some college but no degree,Male,,No,No,Prefer not to say,False,True,Conservative,White,Not too important,Very positive,Frequently a problem,False,False,True,True
6610,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,"White,American Indian or Alaska Native",Not important,Somewhat positive,Very frequently a problem,True,True,True,True
6611,35 - 44,"Professional degree (JD, MD)",Female,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
6612,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,,Not too important,Somewhat positive,Occasionally a problem,False,False,True,True
6613,25 - 34,Bachelor's degree in college (4-year),Male,,Yes,Yes,Bisexual,True,True,Liberal,Black or African American,Very important,Very positive,Not a problem,False,False,True,False
6614,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Very positive,Occasionally a problem,True,False,True,True
6615,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Conservative,Asian,Very important,Somewhat positive,Frequently a problem,True,True,True,True
6616,55 - 64,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,True,True,Independent,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
